id,name,chain_type,address,phone,website,latitude,longitude,rating,reviews_count,price_level,opening_hours,opening_hours_enhanced,opening_hours_compact,business_status,types,vicinity,searchCity,collectionMethod,placeId,googleMapsUrl,last_updated,data_confidence
17,Green&Body,その他,日本、〒700-0975 岡山県岡山市北区今４丁目１５−２３ アクシス今 ２階,086-237-4370,https://www.green-and-body.com/,34.6451566,133.8913901,4.8,27,,月曜日: 9時00分～21時00分; 火曜日: 9時00分～21時00分; 水曜日: 9時00分～21時00分; 木曜日: 9時00分～21時00分; 金曜日: 定休日; 土曜日: 9���00分～18時00分; 日曜日: 9時00分～18時00分,"⏰ 月～木: 9時00分～21時00分
🚫 定休日: 金
⏰ 土: 9���00分～18時00分
⏰ 日: 9時00分～18時00分",金定休,OPERATIONAL,"health, establishment, gym, point_of_interest, spa",岡山市北区今４丁目１５−２３ アクシス今 ２階,岡山市,nearby_search,ChIJpQTNKrcIVDURSP_pV0JoAwg,https://maps.google.com/?place_id=ChIJpQTNKrcIVDURSP_pV0JoAwg,2025-07-28,1.00
18,バンビ・スタイル工房,その他,日本、〒700-0975 岡山県岡山県岡山市北区今北区今７丁目２４−１８ 102,086-244-0400,http://kotuban-style.com/,34.642657,133.891578,4.3,12,,月曜日: 10時00分～13時00分; 火曜日: 定休日; 水曜日: 10時00分～19時30分; 木曜日: 10時00分～19時30分; 金曜日: 10時00分～19時30分; 土曜日: 10時00分～19時30分; 日曜日: 10時00分～19時30分,"⏰ 月: 10時00分～13時00分
🚫 定休日: 火
⏰ 水～日: 10時00分～19時30分",火定休,OPERATIONAL,"point_of_interest, establishment, health, gym",岡山県岡山市北区今北区今７丁目２４−１８ 102,岡山市,nearby_search,ChIJ66aX5mMHVDURvT4LXqufRZU,https://maps.google.com/?place_id=ChIJ66aX5mMHVDURvT4LXqufRZU,2025-07-28,1.00
19,スリーウエルネス,その他,日本、〒700-0962 岡山県岡山市北区北長瀬表町３丁目１−８,0120-244-688,https://3wellness.jp/,34.650807,133.885586,4.7,72,,,営業時間不明,営業時間不明,OPERATIONAL,"point_of_interest, gym, lodging, health, establishment",岡山市北区北長瀬表町３丁目１−８,岡山市,nearby_search,ChIJvzJss0IHVDURREfLonM5I9M,https://maps.google.com/?place_id=ChIJvzJss0IHVDURREfLonM5I9M,2025-07-28,0.90
20,カーブス 岡山辰巳,Curves,日本、〒700-0976 岡山県岡山市北区辰巳２６−１０２,086-259-1887,https://www.curves.co.jp/gbp_2209tr_3490/?s_id=91353,34.6412073,133.885899,4.7,13,,"月曜日: 10時00分～13時00分, 15時00分～19時00分; 火曜日: 10時00分～13時00分, 15時00分～19時00分; 水曜日: 10時00分～13時00分, 15時00分～19時00分; 木曜日: 10時00分～13時00分, 15時00分～19時00分; 金曜日: 10時00分～13時00分, 15時00分～19時00分; 土曜日: 10時00分～13時00分; 日曜日: 定休日","⏰ 月～金:
   午前 10時00分～13時00分
   午後 15時00分～19時00分
⏰ 土: 10時00分～13時00分
🚫 定休日: 日",日定休,OPERATIONAL,"point_of_interest, gym, spa, health, establishment",岡山市北区辰巳２６−１０２,岡山市,nearby_search,ChIJO0V4BaD4UzURi1L3e-Y8DPw,https://maps.google.com/?place_id=ChIJO0V4BaD4UzURi1L3e-Y8DPw,2025-07-28,1.00
21,岡山みやび温泉 大家族の湯,その他,日本、〒701-0144 岡山県岡山市北区久米１９７−１,,https://www.daikazokunoyu.jp/,34.6478067,133.8715127,3.9,1504,,月曜日: 7時00分～23時00分; 火曜日: 7時00分～23時00分; 水曜日: 7時00分～23時00分; 木曜日: 7時00分～23時00分; 金曜日: 7時00分～23時00分; 土曜日: 7時00分～23時00分; 日曜日: 7時00分～23時00分,⏰ 月～日: 7時00分～23時00分,7:00～23:00,OPERATIONAL,"health, point_of_interest, establishment, gym",岡山市北区久米１９７−１,岡山市,nearby_search,ChIJrQeRR6r4UzURlULDCsQTgWo,https://maps.google.com/?place_id=ChIJrQeRR6r4UzURlULDCsQTgWo,2025-07-28,0.90
22,オーバルスポーツコム妹尾,その他,日本、〒701-0205 岡山県岡山市南区妹尾８１９−４,086-209-0080,http://www.oval-sports.com/schedule/senoo.html,34.609217,133.863462,3,21,,月曜日: 9時30分～19時00分; 火曜日: 9時30分～21時30分; 水曜日: 9時30分～21時30分; 木曜日: 9時30分～21時30分; 金曜日: 9時30分～21時30分; 土曜日: 9時30分～18時00分; 日曜日: 9時30分～13時00分,"⏰ 月: 9時30分～19時00分
⏰ 火～金: 9時30分～21時30分
⏰ 土: 9時30分～18時00分
⏰ 日: 9時30分～13時00分",9:30～19:00,OPERATIONAL,"point_of_interest, establishment, gym, spa, health",岡山市南区妹尾８１９−４,岡山市,nearby_search,ChIJQUmgzNP-UzURoY6V9QEgCA0,https://maps.google.com/?place_id=ChIJQUmgzNP-UzURoY6V9QEgCA0,2025-07-28,1.00
23,ノートルダム清心女子大学 一宮体育館,その他,日本、〒701-1212 岡山県岡山市北区尾上２１２９,086-284-7207,,34.667562,133.861619,,,,,営業時間不明,営業時間不明,OPERATIONAL,"establishment, point_of_interest, gym, health",岡山市北区尾上２１２９,岡山市,nearby_search,ChIJ_ZwkkrYAVDURri4JKI-Z_tU,https://maps.google.com/?place_id=ChIJ_ZwkkrYAVDURri4JKI-Z_tU,2025-07-28,0.70
24,カーブス 岡山雄町,Curves,日本、〒703-8204 岡山県岡山市中区雄町１７０−３,086-279-3300,https://www.curves.co.jp/gbp_2209tr_3490/?s_id=90065,34.6846277,133.9695592,4.6,20,,"月曜日: 10時00分～13時00分, 15時00分～19時00分; 火曜日: 10時00分～13時00分, 15時00分～19時00分; 水曜日: 10時00分～13時00分, 15時00分～19時00分; 木曜日: 10時00分～13時00分, 15時00分～19時00分; 金曜日: 10時00分～13時00分, 15時00分～19時00分; 土曜日: 10時00分～13時00分; 日曜日: 定休日","⏰ 月～金:
   午前 10時00分～13時00分
   午後 15時00分～19時00分
⏰ 土: 10時00分～13時00分
🚫 定休日: 日",日定休,OPERATIONAL,"point_of_interest, establishment, health, gym, spa",岡山市中区雄町１７０−３,岡山市,nearby_search,ChIJVeUbtt8OVDUR5F7TPLb3LVE,https://maps.google.com/?place_id=ChIJVeUbtt8OVDUR5F7TPLb3LVE,2025-07-28,1.00
25,(株)サンクセルクル,その他,日本、〒703-8265 岡山県岡山市中区倉田４９７−１ サンクセルクル,086-277-8815,http://www.cinqcercle.com/,34.629677,133.95754,,,,,営業時間不明,営業時間不明,OPERATIONAL,"establishment, gym, point_of_interest, health",岡山市中区倉田４９７−１ サンクセルクル,岡山市,nearby_search,ChIJgbNQfGwIVDUR9F9278IVA-s,https://maps.google.com/?place_id=ChIJgbNQfGwIVDUR9F9278IVA-s,2025-07-28,0.80
26,メディカルフィットネスこうなん,その他,日本、〒701-0211 岡山県岡山市南区東畦６５１−１９,086-282-1116,https://www.kounan-cl.com/shisetsu/fitness/,34.605598,133.880795,4,3,,月曜日: 9時00分～17時00分; 火曜日: 9時00分～17時00分; 水曜日: 9時00分～17時00分; 木曜日: 9時00分～17時00分; 金曜日: 9時00分～17時00分; 土曜日: 9時00分～17時00分; 日曜日: 定休日,"⏰ 月～土: 9時00分～17時00分
🚫 定休日: 日",日定休,OPERATIONAL,"establishment, gym, health, point_of_interest",岡山市南区東畦６５１−１９,岡山市,nearby_search,ChIJOZ5B2Sb5UzURDoMInx7vV1M,https://maps.google.com/?place_id=ChIJOZ5B2Sb5UzURDoMInx7vV1M,2025-07-28,0.90
27,カーブス 庭瀬,Curves,日本、〒701-0151 岡山県岡山市北区平野９２０ わたなべ生鮮館 2F,086-903-3226,https://www.curves.co.jp/gmb690/?s_id=91127,34.6467,133.854,4.4,20,,"月曜日: 10時00分～13時00分, 15時00分～19時00分; 火曜日: 10時00分～13時00分, 15時00分～19時00分; 水曜日: 10時00分～13時00分, 15時00分～19時00分; 木曜日: 10時00分～13時00分, 15時00分～19時00分; 金曜日: 10時00分～13時00分, 15時00分～19時00分; 土曜日: 10時00分～13時00分; 日曜日: 定休日","⏰ 月～金:
   午前 10時00分～13時00分
   午後 15時00分～19時00分
⏰ 土: 10時00分～13時00分
🚫 定休日: 日",日定休,OPERATIONAL,"establishment, point_of_interest, spa, health, gym",岡山市北区平野９２０ わたなべ生鮮館 2F,岡山市,nearby_search,ChIJNySMt0T_UzURaIbpLOViFi8,https://maps.google.com/?place_id=ChIJNySMt0T_UzURaIbpLOViFi8,2025-07-28,1.00
28,倉敷市屋内水泳センター,その他,日本、〒710-0038 岡山県倉敷市新田２４５８,086-424-9192,https://www.k-sports.or.jp/facilities/28065/,34.5853575,133.7743452,4,256,,月曜日: 9時30分～21時30分; 火曜日: 定休日; 水曜日: 9時30分～21時30分; 木曜日: 9時30分～21時30分; 金曜日: 9時30分～21時30分; 土曜日: 9時30分～19時30分; 日曜日: 9時30分～19時30分,"⏰ 月・水～金: 9時30分～21時30分
🚫 定休日: 火
⏰ 土・日: 9時30分～19時30分",火定休,OPERATIONAL,"point_of_interest, health, gym, establishment",倉敷市新田２４５８,倉敷市,nearby_search,ChIJJcDR4DRWUTURdvyRRG85Mk4,https://maps.google.com/?place_id=ChIJJcDR4DRWUTURdvyRRG85Mk4,2025-07-28,1.00
29,倉敷市 倉敷体育館,その他,日本、〒710-0846 岡山県倉敷市上富井１−８,086-422-8680,,34.5860699,133.745157,3.7,15,,月曜日: 8時00分～21時30分; 火曜日: 8時00分～21時30分; 水曜日: 8時00分～21時30分; 木曜日: 8時00分～21時30分; 金曜日: 8時00分～21時30分; 土曜日: 8時00分～21時30分; 日曜日: 8時00分～21時30分,⏰ 月～日: 8時00分～21時30分,8:00～21:30,OPERATIONAL,"establishment, health, gym, point_of_interest",倉敷市上富井１−８,倉敷市,nearby_search,ChIJodJGqw9XUTURZVrJgNJYDQs,https://maps.google.com/?place_id=ChIJodJGqw9XUTURZVrJgNJYDQs,2025-07-28,0.90
30,BHファクトリー倉敷店,その他,日本、〒710-0038 岡山県倉敷市新田２９０１,086-421-2401,https://karadaikiki.net/,34.5806256,133.7751304,4.2,6,,月曜日: 24 時間営業; 火曜日: 24 時間営業; 水曜日: 24 時間営業; 木曜日: 24 時間営業; 金曜日: 24 時間営業; 土曜日: 24 時間営業; 日曜日: 24 時間営業,24時間営業,24時間営業,OPERATIONAL,"gym, health, establishment, point_of_interest",倉敷市新田２９０１,倉敷市,nearby_search,ChIJtfJGvMtXUTURRS2wgVx3EpU,https://maps.google.com/?place_id=ChIJtfJGvMtXUTURRS2wgVx3EpU,2025-07-28,1.00
31,フィットネスイノベーション,その他,日本、〒710-0834 岡山県倉敷市笹沖６３８−１ オークビル １階１０３,070-8300-0284,http://www.ppsf-innovation.com/,34.5770797,133.7710507,5,4,,月曜日: 8時00分～22時00分; 火曜日: 8時00分～22時00分; 水曜日: 8時00分～22時00分; 木曜日: 8時00分～22時00分; 金曜日: 8時00分～22時00分; 土曜日: 8時00分～22時00分; 日曜日: 8時00分～22時00分,⏰ 月～日: 8時00分～22時00分,8:00～22:00,OPERATIONAL,"health, establishment, gym, point_of_interest",倉敷市笹沖６３８−１ オークビル １階１０３,倉敷市,nearby_search,ChIJ_0Jb8LdXUTUREbS3hmjXX5Q,https://maps.google.com/?place_id=ChIJ_0Jb8LdXUTUREbS3hmjXX5Q,2025-07-28,0.90
32,はあもにい倉敷,その他,日本、〒710-0043 岡山県倉敷市羽島６６６−１,086-434-9039,https://www.harmony-k.jp/,34.5960909,133.7791578,3.9,12,,月曜日: 9時00分～21時00分; 火曜日: 9時00分～21時00分; 水曜日: 9時00分～21時00分; 木曜日: 9時00分～21時00分; 金曜日: 9時00分～21時00分; 土曜日: 9時00分～21時00分; 日曜日: 9時00分～17時30分,"⏰ 月～土: 9時00分～21時00分
⏰ 日: 9時00分～17時30分",9:00～21:00,OPERATIONAL,"point_of_interest, gym, health, establishment, spa",倉敷市羽島６６６−１,倉敷市,nearby_search,ChIJyYAqiTxWUTURt_rTSMFMGHw,https://maps.google.com/?place_id=ChIJyYAqiTxWUTURt_rTSMFMGHw,2025-07-28,1.00
33,KENKOUYA 倉敷店,その他,日本、〒710-0833 岡山県倉敷市西中新田６１９−７,,http://kenkouya.net/,34.5848871,133.7703875,4.9,156,,月曜日: 10時00分～23時00分; 火曜日: 10時00分～23時00分; 水曜日: 10時00分～23時00分; 木曜日: 10時00分～23時00分; 金曜日: 10時00分～23時00分; 土曜日: 10時00分～23時00分; 日曜日: 10時00分～23時00分,⏰ 月～日: 10時00分～23時00分,10:00～23:00,OPERATIONAL,"establishment, point_of_interest, gym, health",倉敷市西中新田６１９−７,倉敷市,nearby_search,ChIJO_-wp11XUTURYCipn3pyvAA,https://maps.google.com/?place_id=ChIJO_-wp11XUTURYCipn3pyvAA,2025-07-28,0.90
34,グンゼスポーツアイビースクエア,その他,日本、〒710-0054 岡山県倉敷市本町１６−５４ グンゼスポーツクラブ,086-422-2001,http://www.gunzesports.com/kurashiki/?utm_source=google&utm_medium=maps,34.595715,133.7754904,3.7,78,,月曜日: 9時00分～22時30分; 火曜日: 9時00分～22時30分; 水曜日: 9時00分～22時30分; 木曜日: 9時00分～22時30分; 金曜日: 9時00分～22時30分; 土曜日: 9時00分～21時00分; 日曜日: 9時00分～19時00分,"⏰ 月～金: 9時00分～22時30分
⏰ 土: 9時00分～21時00分
⏰ 日: 9時00分～19時00分",9:00～22:30,OPERATIONAL,"establishment, point_of_interest, spa, gym, health",倉敷市本町１６−５４ グンゼスポーツクラブ,倉敷市,nearby_search,ChIJXcS6azlWUTURtUX2f1v4M2o,https://maps.google.com/?place_id=ChIJXcS6azlWUTURtUX2f1v4M2o,2025-07-28,1.00
35,パーソナルトレーニングジム AIスタジオ倉敷店,その他,日本、〒710-0817 岡山県倉敷市大内１２３７−１,086-486-0222,https://ai-dream.jp/?utm_source=map&utm_medium=link&utm_campaign=studio,34.60406760000001,133.7517228,5,65,,月曜日: 10時00分～23時00分; 火曜日: 10時00分～23時00分; 水曜日: 10時00分～23時00分; 木曜日: 10時00分～23時00分; 金曜日: 10時00分～23時00分; 土曜日: 9時00分～20時00分; 日曜日: 9時00分～14時00分,"⏰ 月～金: 10時00分～23時00分
⏰ 土: 9時00分～20時00分
⏰ 日: 9時00分～14時00分",10:00～23:00,OPERATIONAL,"health, point_of_interest, establishment, gym",倉敷市大内１２３７−１,倉敷市,nearby_search,ChIJK_426fdWUTURb9cfQcpaHVk,https://maps.google.com/?place_id=ChIJK_426fdWUTURb9cfQcpaHVk,2025-07-28,1.00
